iter	Logloss
534	0.09432049505
535	0.09428662235
536	0.09416900382
537	0.0941537473
538	0.09399061019
539	0.09398123127
540	0.09396572205
541	0.09395474006
542	0.09389140722
543	0.09385739401
544	0.09371263853
545	0.09366451951
546	0.09362887791
547	0.09361610406
548	0.09356521458
549	0.09345561272
550	0.09341151365
551	0.09337560286
552	0.09318497078
553	0.09317732516
554	0.09316692885
555	0.0930500291
556	0.0929968449
557	0.09295376677
558	0.09285642936
559	0.09278434136
560	0.09273219499
561	0.09267904655
562	0.09267004551
563	0.09251993368
564	0.09250714604
565	0.09239234217
566	0.09223340546
567	0.09220939959
568	0.09215149484
569	0.09213048804
570	0.09207494307
571	0.09205710538
572	0.09187025407
573	0.0917505148
574	0.09157872463
575	0.09154111705
576	0.09150278395
577	0.09147812844
578	0.09135662073
579	0.09134656888
580	0.09130497703
581	0.09107008535
582	0.09093158955
583	0.0909203104
584	0.09081241473
585	0.09078592714
586	0.09076113865
587	0.09063698378
588	0.0906113469
589	0.09060404663
590	0.09059462056
591	0.09054769758
592	0.09053845448
593	0.09050742642
594	0.09041097769
595	0.09038636017
596	0.09012720442
597	0.09000250175
598	0.08986011506
599	0.08984023204
600	0.08983071152
601	0.08968208087
602	0.08966614364
603	0.08955124087
604	0.08929645242
605	0.08924806358
606	0.0891608362
607	0.08908816178
608	0.08900973221
609	0.08898037888
610	0.0888316114
611	0.08864197843
612	0.0885416631
613	0.08852077357
614	0.08850938932
615	0.08850062058
616	0.08843577259
617	0.08830879956
618	0.08813859152
619	0.08806612421
620	0.08805788645
621	0.08792048936
622	0.08789753283
623	0.08784571658
624	0.08769698931
625	0.087508111
626	0.08743673465
627	0.08738703122
628	0.08720059272
629	0.0870504669
630	0.08702398954
631	0.08692419178
632	0.08683974609
633	0.08672348339
634	0.08671638669
635	0.08661078723
636	0.0865543714
637	0.08643880909
638	0.08636623117
639	0.08632942817
640	0.08626126622
641	0.08621723524
642	0.08610727586
643	0.08597563596
644	0.08584005766
645	0.08559225587
646	0.08547395081
647	0.08546699005
648	0.08535431374
649	0.0852058157
650	0.08503833717
651	0.08503142246
652	0.08502264822
653	0.08483703813
654	0.08482670003
655	0.08474121399
656	0.08453779485
657	0.08436250729
658	0.08431576744
659	0.08413548847
660	0.08408490461
661	0.08396996512
662	0.08394196151
663	0.08392217411
664	0.08391484463
665	0.08377894205
666	0.08361658116
667	0.08359635497
668	0.08357203854
669	0.08353234766
670	0.08339053471
671	0.08336384878
672	0.08333693131
673	0.08332883003
674	0.08330533164
675	0.08323837753
676	0.08321281799
677	0.08314602497
678	0.0830298138
679	0.08295286568
680	0.08274824162
681	0.08272341761
682	0.08258677863
683	0.08240028596
684	0.08237747033
685	0.08228293238
686	0.08225901593
687	0.08209952499
688	0.08195889741
689	0.08195269076
690	0.08177098812
691	0.08171284452
692	0.08151731353
693	0.08138244935
694	0.08136266925
695	0.08134544186
696	0.0813366383
697	0.08126875732
698	0.08113247541
699	0.0810402938
700	0.0809443399
701	0.08090956515
702	0.08090366233
703	0.08088785806
704	0.08088281909
705	0.08075431164
706	0.08072257014
707	0.0807151339
708	0.08062417513
709	0.08056648934
710	0.0805003063
711	0.08036315642
712	0.08034251892
713	0.08033578567
714	0.08032997729
715	0.08019836977
716	0.08017785477
717	0.08017041669
718	0.0800871299
719	0.08008147302
720	0.08005936035
721	0.08000810084
722	0.0799168721
723	0.07987252281
724	0.07978013038
725	0.07962065157
726	0.07958391868
727	0.07954546329
728	0.07950368061
729	0.0794283184
730	0.07928612672
731	0.07919439154
732	0.07912463605
733	0.07904496279
734	0.07902387067
735	0.07892129212
736	0.07879900987
737	0.07874778962
738	0.07859024235
739	0.07856904131
740	0.07850468887
741	0.07849098644
742	0.07840504867
743	0.07832761007
744	0.07825428267
745	0.07824074708
746	0.07821866113
747	0.0781339321
748	0.07809508995
749	0.07802606204
750	0.07789084579
751	0.07782295798
752	0.07771207966
753	0.07769691208
754	0.07763945843
755	0.07760838736
756	0.07754887737
757	0.07747877463
758	0.07746196887
759	0.07730422448
760	0.07728825815
761	0.07726776439
762	0.0771412688
763	0.07712214995
764	0.07696088337
765	0.07694450909
766	0.07693987699
767	0.07686540758
768	0.07681975383
769	0.07678186783
770	0.07665186977
771	0.07663493285
772	0.07653271285
773	0.07650671845
774	0.07645551637
775	0.07639081824
776	0.07635634914
777	0.07627139697
778	0.07611583953
779	0.07605256159
780	0.07591901456
781	0.07590526948
782	0.07589992876
783	0.07589473965
784	0.07584673401
785	0.07581124644
786	0.07566629819
787	0.07566065726
788	0.07557220727
789	0.07552612212
790	0.07548652662
791	0.07542008008
792	0.07538517928
793	0.07526450203
794	0.07518682243
795	0.07511183776
796	0.0751066753
797	0.07503429518
798	0.07500578311
799	0.07488323608
800	0.0748383832
801	0.07482058994
802	0.07466981642
803	0.07466476547
804	0.07464313689
805	0.07460894274
806	0.07446209774
807	0.07441249261
808	0.07433749218
809	0.07417909954
810	0.07416691973
811	0.07415389667
812	0.07411822026
813	0.07403344433
814	0.07397851677
815	0.07391055777
816	0.07390477813
817	0.0738174091
818	0.07374733376
819	0.07374319019
820	0.07364123695
821	0.07355113105
822	0.07351406664
823	0.07349560192
824	0.07337713525
825	0.07332630898
826	0.07328693217
827	0.07326986968
828	0.0732624417
829	0.0731767068
830	0.07305911213
831	0.07292689185
832	0.07285579111
833	0.07282694376
834	0.07275987279
835	0.07261493466
836	0.07261025448
837	0.07250474128
838	0.07238273453
839	0.07235882081
840	0.07220255687
841	0.07212364115
842	0.07210100932
843	0.07202315178
844	0.07201842138
845	0.0719538321
846	0.07187034759
847	0.07186573931
848	0.07181188048
849	0.07180737412
850	0.07180152684
851	0.07170306079
852	0.07167326433
853	0.07160107075
854	0.07155113018
855	0.07143666407
856	0.07138480233
857	0.07132275067
858	0.07123628145
859	0.07118967178
860	0.07112255259
861	0.07110644237
862	0.07102974089
863	0.0710253533
864	0.07099475419
865	0.07096809518
866	0.07089425496
867	0.07083302107
868	0.070678427
869	0.07056774123
870	0.07054158827
871	0.07052771855
872	0.07052397621
873	0.07048687235
874	0.07047408804
875	0.07037170417
876	0.07036744486
877	0.07036087283
878	0.07034098119
879	0.07033055112
880	0.07031495278
881	0.07023327611
882	0.07006114181
883	0.07001062449
884	0.06997401886
885	0.06996992243
886	0.06994410371
887	0.06979071428
888	0.06976539015
889	0.0696483444
890	0.06955592529
891	0.06955230508
892	0.06950582053
893	0.06948043413
894	0.06936690171
895	0.06923608862
896	0.06921629445
897	0.06921234599
898	0.0692019865
899	0.069156451
900	0.06914104749
901	0.06908567641
902	0.06901695806
903	0.06891485927
904	0.0688369677
905	0.06878368536
906	0.06872191881
907	0.06871553833
908	0.06869284806
909	0.06868272739
910	0.06866935859
911	0.06857933214
912	0.06847683025
913	0.06845014061
914	0.06844078353
915	0.06832905322
916	0.06832530157
917	0.06829256225
918	0.06813223435
919	0.06809492635
920	0.06803879798
921	0.06801465973
922	0.06794315724
923	0.06790743146
924	0.06790280434
925	0.06789775563
926	0.06787996541
927	0.06786777918
928	0.06770799051
929	0.06768764006
930	0.06766451847
931	0.06765120102
932	0.06762860154
933	0.06756814852
934	0.06749051356
935	0.06745258913
936	0.06741943514
937	0.0673641122
938	0.06718993592
939	0.06708533046
940	0.06704442166
941	0.06704012936
942	0.06699970759
943	0.06689193601
944	0.06682094981
945	0.06681712929
946	0.0667734827
947	0.06676979771
948	0.06676619153
949	0.06665154664
950	0.06658342019
951	0.06649391747
952	0.0664237507
953	0.06630181439
954	0.0662960016
955	0.06628049339
956	0.06627739638
957	0.06617379973
958	0.06615641562
959	0.06612834916
960	0.06612483158
961	0.06603175745
962	0.06598200594
963	0.06585887901
964	0.06584725976
965	0.0657448771
966	0.06569737287
967	0.06567104067
968	0.06561386929
969	0.06558819468
970	0.06548157553
971	0.06542858024
972	0.06541697626
973	0.06541341542
974	0.06537219131
975	0.06536914181
976	0.06527654294
977	0.06527368884
978	0.06524305873
979	0.06518587683
980	0.06518282319
981	0.06516878349
982	0.06513860065
983	0.06513505313
984	0.06506015823
985	0.06499813375
986	0.06497741778
987	0.06496502711
988	0.06487536136
989	0.06481766755
990	0.06472808316
991	0.06467139299
992	0.06459016607
993	0.06449761401
994	0.06445653551
995	0.06445360088
996	0.06436686001
997	0.06434486012
998	0.0642955491
999	0.06419801109
